County,State,Outbreak Date,Flock Type,Flock Size,State Abbrev,fips,lng,lat
Ionia,Michigan,05-10-2024,WOAH Non-Poultry,90,MI,26067,-85.07413319,42.94502238
Berks,Pennsylvania,05-10-2022,Commercial Duck Meat Bird,37300,PA,42011,-75.92604322,40.41644424
Berks,Pennsylvania,05-10-2022,Commercial Duck Breeder,23800,PA,42011,-75.92604322,40.41644424
Ada,Idaho,05-10-2022,WOAH Poultry,70,ID,16001,-116.241035,43.45084054
Todd,Minnesota,05-10-2022,WOAH Non-Poultry,50,MN,27153,-94.89728962,46.07014445
Crow Wing,Minnesota,05-10-2022,WOAH Poultry,150,MN,27035,-94.07070376,46.48265818
Pierce,Washington,05-10-2022,WOAH Non-Poultry,20,WA,53053,-122.1122121,47.02680625
Muskegon,Michigan,05-10-2022,Commercial Turkey Meat Bird,35100,MI,26121,-86.1519783,43.2913812
Lancaster,Pennsylvania,05-10-2022,Commercial Table Egg Layer,72300,PA,42071,-76.24786695,40.04261494
San Francisco,California,05-09-2024,Live Bird Market,700,CA,6075,-122.4396708,37.75668116
Canyon,Idaho,05-09-2022,WOAH Poultry,50,ID,16027,-116.7092162,43.6251769
Spokane,Washington,05-07-2022,WOAH Non-Poultry,80,WA,53063,-117.4039405,47.62077953
Barron,Wisconsin,05-07-2022,Commercial Turkey Meat Bird,20100,WI,55005,-91.84833604,45.42372695
Cassia,Idaho,05-06-2024,WOAH Non-Poultry,600,ID,16031,-113.6013217,42.28381567
Anoka,Minnesota,05-06-2022,WOAH Non-Poultry,10,MN,27003,-93.24708307,45.27314304
Oakland,Michigan,05-06-2022,WOAH Non-Poultry,50,MI,26125,-83.38594391,42.66090645
Fergus,Montana,05-06-2022,WOAH Non-Poultry,20,MT,30027,-109.224376,47.2633104
Posey,Indiana,05-05-2023,WOAH Non-Poultry,20,IN,18129,-87.86874523,38.02193911
Linn,Oregon,05-05-2022,WOAH Non-Poultry,90,OR,41043,-122.5341835,44.48880768
Pierce,Wisconsin,05-05-2022,WOAH Non-Poultry,30,WI,55093,-92.42212486,44.71909741
Pacific,Washington,05-05-2022,WOAH Poultry,40,WA,53049,-123.7057228,46.55547971
Carver,Minnesota,05-04-2022,WOAH Non-Poultry,30,MN,27019,-93.8027205,44.82089558
Bremer,Iowa,05-04-2022,WOAH Non-Poultry,50,IA,19017,-92.31795937,42.77461496
Day,South Dakota,05-04-2022,WOAH Poultry,80,SD,46037,-97.60737593,45.36728275
Hamlin,South Dakota,05-04-2022,WOAH Non-Poultry,20,SD,46057,-97.18829593,44.67385954
Kane,Illinois,05-03-2022,WOAH Non-Poultry,50,IL,17089,-88.42861217,41.93895003
Fond Du Lac,Wisconsin,05-03-2022,WOAH Non-Poultry,20,WI,,,
Berks,Pennsylvania,05-03-2022,Commercial Duck Meat Bird,74300,PA,42011,-75.92604322,40.41644424
Lyon,Minnesota,05-03-2022,Commercial Turkey Meat Bird,120300,MN,27083,-95.83918761,44.41338502
Sauk,Wisconsin,05-03-2022,WOAH Non-Poultry,40,WI,55111,-89.94819801,43.42667177
Berks,Pennsylvania,05-03-2022,Commercial Duck Breeder,29600,PA,42011,-75.92604322,40.41644424
Polk,Wisconsin,05-03-2022,WOAH Non-Poultry,120,WI,55095,-92.44123483,45.4615393
Chisago,Minnesota,05-03-2022,WOAH Non-Poultry,30,MN,27025,-92.90829767,45.5024111
Barron,Wisconsin,05-03-2022,Commercial Turkey Meat Bird,46700,WI,55005,-91.84833604,45.42372695
Beadle,South Dakota,05-03-2022,Commercial Turkey Meat Bird,56200,SD,46005,-98.27883711,44.41467039
Barron,Wisconsin,05-03-2022,Commercial Turkey Meat Bird,19300,WI,55005,-91.84833604,45.42372695
Gratiot,Michigan,05-02-2024,Commercial Turkey Meat Bird,26400,MI,26057,-84.60482908,43.29296993
Dodge,Minnesota,05-02-2024,Commercial Breeder Operation,14100,MN,27039,-92.86236786,44.02229546
Clay,Florida,04-30-2024,WOAH Non-Poultry,20,FL,12019,-81.85783045,29.98317912
Chisago,Minnesota,04-30-2022,WOAH Non-Poultry,30,MN,27025,-92.90829767,45.5024111
Chisago,Minnesota,04-30-2022,WOAH Non-Poultry,60,MN,27025,-92.90829767,45.5024111
Morrison,Minnesota,04-30-2022,WOAH Non-Poultry,50,MN,27097,-94.26690418,46.01207437
Branch,Michigan,04-30-2022,WOAH Non-Poultry,20,MI,26023,-85.05923475,41.91588904
Sequoyah,Oklahoma,04-30-2022,Commercial Broiler Breeder,13800,OK,40135,-94.75507825,35.49549888
Fergus,Montana,04-29-2022,WOAH Non-Poultry,110,MT,30027,-109.224376,47.2633104
Lancaster,Pennsylvania,04-29-2022,Commercial Duck Meat Bird,19300,PA,42071,-76.24786695,40.04261494
Washington,Nebraska,04-29-2022,WOAH Non-Poultry,50,NE,31177,-96.22188779,41.53110052
Matanuska Susitna,Alaska,04-29-2022,WOAH Non-Poultry,30,AK,,,
Stearns,Minnesota,04-29-2022,Commercial Turkey Breeder Hens,9600,MN,27145,-94.61299658,45.55199481
Barron,Wisconsin,04-29-2022,WOAH Non-Poultry,150,WI,55005,-91.84833604,45.42372695
Weld,Colorado,04-29-2022,Commercial Table Egg Layer,1366200,CO,8123,-104.3930144,40.55487277
Pondera,Montana,04-29-2022,WOAH Non-Poultry,2000,MT,30073,-112.2266404,48.22793502
Oconto,Wisconsin,04-29-2022,WOAH Non-Poultry,220,WI,55083,-88.26895246,45.02616558
Gallatin,Montana,04-29-2022,WOAH Non-Poultry,20,MT,30031,-111.1703288,45.54097041
Swift,Minnesota,04-28-2022,WOAH Non-Poultry,20,MN,27151,-95.68142474,45.28288933
Barron,Wisconsin,04-28-2022,Commercial Turkey Meat Bird,110700,WI,55005,-91.84833604,45.42372695
Johnson,Indiana,04-28-2022,WOAH Non-Poultry,40,IN,18081,-86.10174496,39.4899568
Caledonia,Vermont,04-28-2022,WOAH Non-Poultry,30,VT,50005,-72.10243367,44.46487758
Carver,Minnesota,04-28-2022,WOAH Non-Poultry,20,MN,27019,-93.8027205,44.82089558
Wexford,Michigan,04-28-2022,WOAH Poultry,70,MI,26165,-85.5781774,44.33841768
Saginaw,Michigan,04-27-2022,WOAH Non-Poultry,80,MI,26145,-84.0526996,43.33526107
Knox,Nebraska,04-27-2022,Commercial Table Egg Layer,2118000,NE,31107,-97.89176183,42.63684531
Lancaster,Pennsylvania,04-27-2022,Commercial Broiler Breeder Pullets,18100,PA,42071,-76.24786695,40.04261494
Republic,Kansas,04-27-2022,WOAH Poultry,110,KS,20157,-97.65034285,39.8279368
Gratiot,Michigan,04-26-2024,Commercial Turkey Meat Bird,27700,MI,26057,-84.60482908,43.29296993
Kossuth,Iowa,04-26-2022,WOAH Non-Poultry,4,IA,19109,-94.20689787,43.20413984
Missoula,Montana,04-26-2022,WOAH Non-Poultry,70,MT,30063,-113.9237814,47.03651185
Richland,North Dakota,04-26-2022,WOAH Poultry,20,ND,38077,-96.94827807,46.26461801
Lancaster,Pennsylvania,04-26-2022,Commercial Table Egg Layer,307400,PA,42071,-76.24786695,40.04261494
Cassia,Idaho,04-25-2024,WOAH Non-Poultry,40,ID,16031,-113.6013217,42.28381567
Cache,Utah,04-25-2022,Commercial Table Egg Layer,1501200,UT,49005,-111.743741,41.72255404
Menominee,Michigan,04-25-2022,WOAH Non-Poultry,40,MI,26109,-87.55660994,45.58036988
Stearns,Minnesota,04-25-2022,Commercial Turkey Meat Bird,14600,MN,27145,-94.61299658,45.55199481
Rice,Minnesota,04-25-2022,WOAH Non-Poultry,90,MN,27131,-93.2965986,44.35432778
Ottawa,Michigan,04-24-2024,Commercial Turkey Meat Bird,104000,MI,26139,-85.9964531,42.95990607
Routt,Colorado,04-24-2023,WOAH Non-Poultry,20,CO,8107,-106.9915083,40.48549841
Polk,Wisconsin,04-23-2022,WOAH Non-Poultry,40,WI,55095,-92.44123483,45.4615393
Yellow Medicine,Minnesota,04-22-2022,Commercial Turkey Meat Bird,49500,MN,27173,-95.86888348,44.71626059
Lancaster,Pennsylvania,04-22-2022,Commercial Broiler Production,50300,PA,42071,-76.24786695,40.04261494
Otter Tail,Minnesota,04-22-2022,Commercial Turkey Meat Bird,27300,MN,27111,-95.70748857,46.4090783
Swift,Minnesota,04-22-2022,Commercial Turkey Meat Bird,127400,MN,27151,-95.68142474,45.28288933
Bremer,Iowa,04-21-2022,Commercial Turkey Meat Bird,29200,IA,19017,-92.31795937,42.77461496
Renville,North Dakota,04-21-2022,WOAH Non-Poultry,70,ND,38075,-101.6577138,48.71910481
Todd,Minnesota,04-21-2022,Commercial Turkey Meat Bird,19700,MN,27153,-94.89728962,46.07014445
Richland,North Dakota,04-21-2022,Commercial Turkey Meat Bird,27500,ND,38077,-96.94827807,46.26461801
Todd,Minnesota,04-21-2022,Commercial Turkey Meat Bird,37000,MN,27153,-94.89728962,46.07014445
Morrison,Minnesota,04-21-2022,Commercial Turkey Meat Bird,40900,MN,27097,-94.26690418,46.01207437
Glacier,Montana,04-20-2022,WOAH Poultry,54200,MT,30035,-112.9959167,48.70514099
Stearns,Minnesota,04-20-2022,Commercial Turkey Meat Bird,72000,MN,27145,-94.61299658,45.55199481
Madison,Idaho,04-20-2022,WOAH Poultry,200,ID,16065,-111.6592182,43.78411982
Elkhart,Indiana,04-20-2022,Commercial Duck Meat Bird,6600,IN,18039,-85.85885682,41.59771704
Lancaster,Pennsylvania,04-20-2022,Commercial Table Egg Layer,1127700,PA,42071,-76.24786695,40.04261494
Lancaster,Pennsylvania,04-20-2022,Commercial Table Egg Layer,879400,PA,42071,-76.24786695,40.04261494
Stearns,Minnesota,04-20-2022,Commercial Turkey Meat Bird,62800,MN,27145,-94.61299658,45.55199481
Todd,Minnesota,04-20-2022,Commercial Turkey Meat Bird,30100,MN,27153,-94.89728962,46.07014445
Todd,Minnesota,04-20-2022,Commercial Turkey Meat Bird,30300,MN,27153,-94.89728962,46.07014445
Dickey,North Dakota,04-19-2023,Commercial Turkey Meat Bird,58500,ND,38021,-98.50488391,46.11017237
Beadle,South Dakota,04-19-2023,Commercial Turkey Meat Bird,75800,SD,46005,-98.27883711,44.41467039
La Plata,Colorado,04-19-2022,WOAH Poultry,40,CO,8067,-107.843327,37.28655123
Meeker,Minnesota,04-19-2022,Commercial Turkey Meat Bird,53000,MN,27093,-94.52871063,45.12332877
Stutsman,North Dakota,04-19-2022,WOAH Poultry,20,ND,38093,-98.95894925,46.97927215
Kandiyohi,Minnesota,04-19-2022,Commercial Turkey Meat Bird,35700,MN,27067,-95.00576302,45.15252304
Morrison,Minnesota,04-19-2022,Commercial Turkey Meat Bird,58100,MN,27097,-94.26690418,46.01207437
Montrose,Colorado,04-19-2022,Commercial Broiler Breeder,58000,CO,8085,-108.2688129,38.4024194
Kandiyohi,Minnesota,04-19-2022,Commercial Turkey Meat Bird,38700,MN,27067,-95.00576302,45.15252304
Otter Tail,Minnesota,04-19-2022,Commercial Turkey Meat Bird,29700,MN,27111,-95.70748857,46.4090783
Gooding,Idaho,04-19-2022,WOAH Non-Poultry,80,ID,16047,-114.8116615,42.97094353
Morrison,Minnesota,04-19-2022,Commercial Turkey Meat Bird,17600,MN,27097,-94.26690418,46.01207437
Swift,Minnesota,04-19-2022,Commercial Turkey Meat Bird,31600,MN,27151,-95.68142474,45.28288933
Morrison,Minnesota,04-19-2022,Commercial Turkey Meat Bird,47700,MN,27097,-94.26690418,46.01207437
Kings,New York,04-18-2023,Live Bird Market,1400,NY,36047,-73.93708255,40.63562226
Roosevelt,New Mexico,04-17-2024,Commercial Breeder (Multiple Bird Species),51800,NM,35041,-103.4801987,34.02127232
Newaygo,Michigan,04-17-2024,Commercial Turkey Meat Bird,67200,MI,26123,-85.80070154,43.5544124
Moffat,Colorado,04-17-2023,WOAH Non-Poultry,80,CO,8081,-108.2075581,40.61858161
Bonneville,Idaho,04-17-2023,WOAH Non-Poultry,40,ID,16019,-111.6147928,43.38792191
Putnam,New York,04-17-2023,WOAH Poultry,110,NY,36079,-73.74940843,41.42650368
Ionia,Michigan,04-16-2024,Commercial Table Egg Layer,2422700,MI,26067,-85.07413319,42.94502238
Menominee,Michigan,04-16-2022,WOAH Non-Poultry,30,MI,26109,-87.55660994,45.58036988
Miami-dade,Florida,04-15-2024,Live Bird Market,90,FL,,,
Roosevelt,New Mexico,04-15-2024,Commercial Breeder (Multiple Bird Species),15900,NM,35041,-103.4801987,34.02127232
Polk,Wisconsin,04-15-2022,Commercial Turkey Meat Bird,22000,WI,55095,-92.44123483,45.4615393
Utah,Utah,04-15-2022,WOAH Non-Poultry,7,UT,49049,-111.670284,40.11980262
Macomb,Michigan,04-15-2022,WOAH Non-Poultry,40,MI,26099,-82.93255517,42.69584067
Lancaster,Pennsylvania,04-15-2022,Commercial Table Egg Layer,1380500,PA,42071,-76.24786695,40.04261494
Livingston,Michigan,04-15-2022,WOAH Non-Poultry,20,MI,26093,-83.9117077,42.60389287
Rosebud,Montana,04-14-2023,WOAH Non-Poultry,0,MT,30087,-106.7307531,46.22979285
Sheridan,Nebraska,04-14-2023,WOAH Non-Poultry,10,NE,31161,-102.4088866,42.50454159
Gooding,Idaho,04-14-2022,WOAH Poultry,20,ID,16047,-114.8116615,42.97094353
Meeker,Minnesota,04-14-2022,Commercial Turkey Meat Bird,73200,MN,27093,-94.52871063,45.12332877
Lamoure,North Dakota,04-14-2022,WOAH Non-Poultry,10,ND,,,
Blue Earth,Minnesota,04-14-2022,Commercial Turkey Meat Bird,26400,MN,27013,-94.06697737,44.03450234
Caribou,Idaho,04-14-2022,WOAH Non-Poultry,7,ID,16029,-111.5621762,42.77049766
Sheboygan,Wisconsin,04-14-2022,WOAH Non-Poultry,20,WI,55117,-87.94566398,43.72108736
Columbia,Wisconsin,04-14-2022,WOAH Non-Poultry,70,WI,55021,-89.33408259,43.4669904
Elkhart,Indiana,04-14-2022,Commercial Duck Breeder,6400,IN,18039,-85.85885682,41.59771704
Benton,Minnesota,04-13-2022,WOAH Non-Poultry,7,MN,27009,-93.9984359,45.69827623
Deuel,South Dakota,04-13-2022,Commercial Upland Gamebird Producer,1400,SD,46039,-96.66802862,44.76015949
Blue Earth,Minnesota,04-13-2022,Commercial Turkey Meat Bird,22700,MN,27013,-94.06697737,44.03450234
Barnes,North Dakota,04-13-2022,WOAH Poultry,90,ND,38003,-98.07170952,46.93593125
Mcpherson,Kansas,04-13-2022,Commercial Turkey Breeder Hens,6900,KS,,,
Otter Tail,Minnesota,04-13-2022,Commercial Turkey Meat Bird,35700,MN,27111,-95.70748857,46.4090783
Menominee,Michigan,04-13-2022,WOAH Poultry,350,MI,26109,-87.55660994,45.58036988
Waseca,Minnesota,04-13-2022,Commercial Turkey Meat Bird,20300,MN,27161,-93.58720505,44.0220714
Roosevelt,New Mexico,04-12-2024,Commercial Breeder (Multiple Bird Species),61500,NM,35041,-103.4801987,34.02127232
Putnam,New York,04-12-2023,WOAH Poultry,200,NY,36079,-73.74940843,41.42650368
Pueblo,Colorado,04-12-2023,WOAH Non-Poultry,30,CO,8101,-104.5124892,38.17377693
Modoc,California,04-12-2023,WOAH Non-Poultry,60,CA,6049,-120.7251192,41.58969344
Toole,Montana,04-12-2022,WOAH Non-Poultry,20,MT,30101,-111.6959501,48.65534485
Yellow Medicine,Minnesota,04-12-2022,Commercial Turkey Meat Bird,44800,MN,27173,-95.86888348,44.71626059
Dixon,Nebraska,04-12-2022,Commercial Table Egg Layer,1746900,NE,31051,-96.86826909,42.49349461
Barron,Wisconsin,04-12-2022,Commercial Turkey Meat Bird,46500,WI,55005,-91.84833604,45.42372695
Morrison,Minnesota,04-12-2022,Commercial Table Egg Layer,216200,MN,27097,-94.26690418,46.01207437
Kandiyohi,Minnesota,04-12-2022,Commercial Turkey Meat Bird,37100,MN,27067,-95.00576302,45.15252304
Wayne,North Carolina,04-12-2022,Commercial Broiler Production,89700,NC,37191,-78.00407767,35.36389637
Morrison,Minnesota,04-12-2022,Commercial Broiler Production,42900,MN,27097,-94.26690418,46.01207437
Morrison,Minnesota,04-12-2022,Commercial Turkey Meat Bird,37600,MN,27097,-94.26690418,46.01207437
Sheridan,North Dakota,04-12-2022,WOAH Non-Poultry,30,ND,38083,-100.3455585,47.5754264
Benton,Minnesota,04-12-2022,WOAH Non-Poultry,130,MN,27009,-93.9984359,45.69827623
Meeker,Minnesota,04-11-2024,Commercial Turkey Meat Bird,68500,MN,27093,-94.52871063,45.12332877
Menominee,Michigan,04-11-2022,WOAH Non-Poultry,70,MI,26109,-87.55660994,45.58036988
Grant,Kansas,04-10-2024,WOAH Poultry,17700,KS,20067,-101.3079758,37.56227336
Mitchell,Kansas,04-10-2023,WOAH Non-Poultry,30,KS,20123,-98.20900663,39.39334518
Ionia,Michigan,04-09-2024,Commercial Table Egg Layer,2147500,MI,26067,-85.07413319,42.94502238
Yankton,South Dakota,04-09-2022,Commercial Turkey Meat Bird,76100,SD,46135,-97.39494039,43.00895493
Stearns,Minnesota,04-09-2022,Commercial Turkey Meat Bird,26100,MN,27145,-94.61299658,45.55199481
Le Sueur,Minnesota,04-09-2022,Commercial Turkey Meat Bird,37800,MN,27079,-93.72984216,44.37144158
Swift,Minnesota,04-09-2022,Commercial Turkey Meat Bird,130900,MN,27151,-95.68142474,45.28288933
Renville,Minnesota,04-08-2022,Commercial Turkey Meat Bird,76400,MN,27129,-94.94679511,44.72672673
Stutsman,North Dakota,04-08-2022,WOAH Poultry,40,ND,38093,-98.95894925,46.97927215
Elkhart,Indiana,04-08-2022,Commercial Duck Breeder,4700,IN,18039,-85.85885682,41.59771704
Clark,South Dakota,04-08-2022,Commercial Turkey Meat Bird,38700,SD,46025,-97.72949102,44.8584651
Otter Tail,Minnesota,04-08-2022,Commercial Turkey Meat Bird,29900,MN,27111,-95.70748857,46.4090783
Edmunds,South Dakota,04-08-2022,Commercial Turkey Meat Bird,36400,SD,46045,-99.21540939,45.41847898
Pitkin,Colorado,04-08-2022,WOAH Poultry,30,CO,8097,-106.9159345,39.21732141
Racine,Wisconsin,04-07-2022,WOAH Poultry,220,WI,55101,-88.06111861,42.74731284
Cascade,Montana,04-07-2022,WOAH Poultry,22000,MT,30013,-111.3474099,47.30823753
Kandiyohi,Minnesota,04-07-2022,Commercial Turkey Breeder Hens,20800,MN,27067,-95.00576302,45.15252304
Wayne,North Carolina,04-07-2022,Commercial Turkey Meat Bird,18500,NC,37191,-78.00407767,35.36389637
Judith Basin,Montana,04-07-2022,WOAH Non-Poultry,20,MT,30045,-110.2659877,47.04516111
Fulton,New York,04-06-2022,WOAH Non-Poultry,4,NY,36035,-74.42194258,43.11377432
Park,Wyoming,04-06-2022,WOAH Non-Poultry,100,WY,56029,-109.5885953,44.52053528
Mcpherson,South Dakota,04-06-2022,Commercial Turkey Meat Bird,45900,SD,,,
Waseca,Minnesota,04-06-2022,Commercial Turkey Meat Bird,17900,MN,27161,-93.58720505,44.0220714
Dade,Missouri,04-06-2022,Commercial Turkey Meat Bird,14000,MO,29057,-93.8503345,37.431814
Wayne,North Carolina,04-06-2022,Commercial Broiler Production,216000,NC,37191,-78.00407767,35.36389637
Wayne,North Carolina,04-06-2022,Commercial Broiler Production,65600,NC,37191,-78.00407767,35.36389637
Queens,New York,04-05-2023,Live Bird Market,1300,NY,36081,-73.81734511,40.70829859
Wayne,North Carolina,04-05-2022,Commercial Turkey Meat Bird,14200,NC,37191,-78.00407767,35.36389637
Spink,South Dakota,04-05-2022,Commercial Turkey Meat Bird,26300,SD,46115,-98.34623659,44.93824835
Faulk,South Dakota,04-05-2022,Commercial Turkey Meat Bird,48000,SD,46049,-99.14535601,45.07082625
Orleans,New York,04-05-2022,WOAH Poultry,30,NY,36073,-78.23141929,43.25158537
Clark,South Dakota,04-05-2022,Commercial Turkey Meat Bird,24000,SD,46025,-97.72949102,44.8584651
Lawrence,Missouri,04-05-2022,Commercial Turkey Meat Bird,27600,MO,29109,-93.83291444,37.10627971
Big Stone,Minnesota,04-05-2022,Commercial Turkey Meat Bird,49500,MN,27011,-96.41134505,45.42651259
Beadle,South Dakota,04-05-2022,Commercial Turkey Meat Bird,55600,SD,46005,-98.27883711,44.41467039
Meeker,Minnesota,04-05-2022,Commercial Turkey Meat Bird,128500,MN,27093,-94.52871063,45.12332877
Morrison,Minnesota,04-05-2022,Commercial Turkey Meat Bird,26200,MN,27097,-94.26690418,46.01207437
Morrison,Minnesota,04-05-2022,Commercial Turkey Meat Bird,105300,MN,27097,-94.26690418,46.01207437
Hardin,Iowa,04-05-2022,Commercial Turkey Meat Bird,46000,IA,19083,-93.24040527,42.38393029
Stearns,Minnesota,04-05-2022,Commercial Turkey Meat Bird,40800,MN,27145,-94.61299658,45.55199481
Waseca,Minnesota,04-05-2022,Commercial Turkey Meat Bird,25500,MN,27161,-93.58720505,44.0220714
Cass,North Dakota,04-05-2022,WOAH Non-Poultry,110,ND,38017,-97.24822334,46.93292237
Waldo,Maine,04-05-2022,WOAH Non-Poultry,50,ME,23027,-69.14427892,44.50136648
Scotts Bluff,Nebraska,04-05-2022,WOAH Non-Poultry,30,NE,31157,-103.7084612,41.85095717
Sheridan,Wyoming,04-05-2022,WOAH Non-Poultry,50,WY,56033,-106.8799546,44.79068012
Kandiyohi,Minnesota,04-04-2022,Commercial Turkey Breeder Hens,48500,MN,27067,-95.00576302,45.15252304
Becker,Minnesota,04-04-2022,Commercial Turkey Meat Bird,44700,MN,27005,-95.67483556,46.93523736
Mcpherson,South Dakota,04-04-2022,Commercial Turkey Meat Bird,61000,SD,,,
Morrison,Minnesota,04-04-2022,Commercial Turkey Meat Bird,32400,MN,27097,-94.26690418,46.01207437
Lamoure,North Dakota,04-04-2022,Commercial Turkey Meat Bird,50900,ND,,,
Kandiyohi,Minnesota,04-04-2022,Commercial Turkey Meat Bird,38500,MN,27067,-95.00576302,45.15252304
Kandiyohi,Minnesota,04-04-2022,Commercial Turkey Breeder Hens,20400,MN,27067,-95.00576302,45.15252304
Hamilton,Iowa,04-04-2022,Commercial Turkey Poult Supplier,8100,IA,19079,-93.70672502,42.38395377
Le Sueur,Minnesota,04-03-2023,WOAH Non-Poultry,100,MN,27079,-93.72984216,44.37144158
Le Sueur,Minnesota,04-03-2022,Commercial Turkey Meat Bird,19600,MN,27079,-93.72984216,44.37144158
Dodge,Minnesota,04-03-2022,Commercial Turkey Meat Bird,20000,MN,27039,-92.86236786,44.02229546
Erath,Texas,04-03-2022,Commercial Upland Gamebird Producer,1700,TX,48143,-98.21770884,32.23614282
Ionia,Michigan,04-02-2024,Commercial Table Egg Layer,1928500,MI,26067,-85.07413319,42.94502238
Parmer,Texas,04-02-2024,Commercial Table Egg Layer,1894100,TX,48369,-102.7844494,34.52993922
Stearns,Minnesota,04-02-2022,Commercial Turkey Meat Bird,27600,MN,27145,-94.61299658,45.55199481
Sac,Iowa,04-02-2022,Commercial Turkey Meat Bird,37200,IA,19161,-95.10547892,42.38624071
Lake,South Dakota,04-02-2022,Commercial Turkey Meat Bird,59000,SD,46079,-97.12926365,44.02193107
Johnston,North Carolina,04-02-2022,Commercial Turkey Meat Bird,9500,NC,37101,-78.36537336,35.51761602
Spink,South Dakota,04-02-2022,Commercial Turkey Meat Bird,41800,SD,46115,-98.34623659,44.93824835
Johnston,North Carolina,04-02-2022,Commercial Turkey Meat Bird,18900,NC,37101,-78.36537336,35.51761602
Wayne,North Carolina,04-02-2022,Commercial Turkey Meat Bird,16900,NC,37191,-78.00407767,35.36389637
Humboldt,Iowa,04-02-2022,Commercial Table Egg Breeder,15300,IA,19091,-94.20722537,42.7764426
Lamoure,North Dakota,04-02-2022,Commercial Turkey Meat Bird,27400,ND,,,
Jasper,Missouri,04-01-2022,Commercial Turkey Meat Bird,35300,MO,29097,-94.34047486,37.20351967
Dickey,North Dakota,04-01-2022,Commercial Turkey Meat Bird,60700,ND,38021,-98.50488391,46.11017237
Rock,Wisconsin,04-01-2022,WOAH Non-Poultry,20,WI,55105,-89.0712802,42.67118649
Fremont,Wyoming,04-01-2022,WOAH Non-Poultry,50,WY,56013,-108.6304217,43.04055711
Charles Mix,South Dakota,04-01-2022,Commercial Turkey Meat Bird,81500,SD,46023,-98.58785039,43.20792726
Edmunds,South Dakota,04-01-2022,Commercial Turkey Breeder Replacement Hens,30600,SD,46045,-99.21540939,45.41847898
Osceola,Iowa,03-31-2022,Commercial Table Egg Layer,5011700,IA,19143,-95.62422758,43.37868127
Cherokee,Iowa,03-31-2022,Commercial Turkey Meat Bird,88000,IA,19035,-95.62389402,42.73538914
Morrison,Minnesota,03-31-2022,Commercial Turkey Meat Bird,52600,MN,27097,-94.26690418,46.01207437
Stearns,Minnesota,03-31-2022,WOAH Non-Poultry,150,MN,27145,-94.61299658,45.55199481
Carroll,Illinois,03-31-2022,WOAH Non-Poultry,40,IL,17015,-89.93380816,42.06794659
Dickey,North Dakota,03-31-2022,WOAH Poultry,30,ND,38021,-98.50488391,46.11017237
Mcpherson,South Dakota,03-31-2022,Commercial Turkey Breeder Hens,26000,SD,,,
Umatilla,Oregon,03-30-2023,WOAH Non-Poultry,50,OR,41059,-118.736681,45.59148273
Brule,South Dakota,03-30-2022,Commercial Turkey Meat Bird,55100,SD,46015,-99.08125406,43.71816719
Lincoln,Maine,03-30-2022,WOAH Non-Poultry,3,ME,23015,-69.54198777,44.06333351
Park,Wyoming,03-30-2022,WOAH Non-Poultry,40,WY,56029,-109.5885953,44.52053528
Buena Vista,Iowa,03-30-2022,Commercial Turkey Meat Bird,35600,IA,19021,-95.15100162,42.73545875
Spink,South Dakota,03-29-2022,Commercial Turkey Meat Bird,45900,SD,46115,-98.34623659,44.93824835
Kidder,North Dakota,03-29-2022,WOAH Poultry,30,ND,38043,-99.78013842,46.98013909
Edmunds,South Dakota,03-29-2022,Commercial Turkey Breeder Hens,21900,SD,46045,-99.21540939,45.41847898
Johnston,North Carolina,03-29-2022,Commercial Turkey Meat Bird,32100,NC,37101,-78.36537336,35.51761602
Bon Homme,South Dakota,03-29-2022,Commercial Turkey Meat Bird,48200,SD,46009,-97.88493814,42.98827986
Knox,Maine,03-29-2022,WOAH Non-Poultry,40,ME,23013,-69.15278458,44.12441708
Berkshire,Massachusetts,03-29-2022,WOAH Non-Poultry,260,MA,25003,-73.2062907,42.37045737
Lac Qui Parle,Minnesota,03-29-2022,Commercial Turkey Meat Bird,22500,MN,,,
Monroe,New York,03-29-2022,WOAH Poultry,400,NY,36055,-77.69595887,43.14694904
Franklin,Ohio,03-29-2022,WOAH Non-Poultry,8,OH,39049,-83.0091231,39.96927249
Johnson,Wyoming,03-29-2022,WOAH Non-Poultry,40,WY,56019,-106.5849297,44.03996832
Kandiyohi,Minnesota,03-29-2022,Commercial Turkey Meat Bird,39500,MN,27067,-95.00576302,45.15252304
Guilford,North Carolina,03-28-2024,WOAH Non-Poultry,80,NC,37081,-79.78852575,36.07964464
Yuma,Colorado,03-28-2023,WOAH Poultry,310,CO,8125,-102.4246098,40.00284508
Guthrie,Iowa,03-28-2022,Commercial Table Egg Layer,1460000,IA,19077,-94.50111014,41.68378965
Hamilton,Iowa,03-28-2022,Commercial Turkey Meat Bird,25800,IA,19079,-93.70672502,42.38395377
Mcpherson,South Dakota,03-27-2022,Commercial Turkey Meat Bird,43900,SD,,,
Clark,South Dakota,03-27-2022,Commercial Turkey Meat Bird,43100,SD,46025,-97.72949102,44.8584651
Hutchinson,South Dakota,03-27-2022,Commercial Turkey Meat Bird,39200,SD,46067,-97.75456287,43.33466314
Washington,Maine,03-26-2022,WOAH Non-Poultry,20,ME,23029,-67.62910779,45.02177186
Mower,Minnesota,03-26-2022,WOAH Non-Poultry,20,MN,27099,-92.75235164,43.67138759
Meeker,Minnesota,03-26-2022,Commercial Turkey Meat Bird,287500,MN,27093,-94.52871063,45.12332877
