,County,State,Outbreak Date,Flock Type,Flock Size,State Abbrev,fips,lng,lat
1217,Deaf Smith,Texas,2024-03-20,WOAH Non-Poultry,50,TX,48117,-102.6052738,34.96515022
1218,Hutchinson,South Dakota,2022-03-20,Commercial Turkey Meat Bird,50400,SD,46067,-97.75456287,43.33466314
1219,Warren,Iowa,2022-03-20,WOAH Non-Poultry,10,IA,19181,-93.56121354,41.33431116
1220,Bond,Illinois,2025-03-19,WOAH Non-Poultry,8,IL,17005,-89.43566372,38.88688243
1221,Gallatin,Montana,2025-03-19,WOAH Non-Poultry,30,MT,30031,-111.1703288,45.54097041
1222,York,Maine,2022-03-19,WOAH Non-Poultry,70,ME,23031,-70.7143165,43.47829059
1223,Knox,Maine,2022-03-19,WOAH Non-Poultry,20,ME,23013,-69.15278458,44.12441708
1224,Jay,Indiana,2025-03-18,Commercial Table Egg Pullets,1340200,IN,18075,-85.00574703,40.43780769
1225,Adams,Indiana,2025-03-18,Commercial Duck Breeder,3400,IN,18001,-84.93658249,40.7457744
1226,Butler,Kansas,2025-03-18,WOAH Non-Poultry,70,KS,20015,-96.83878537,37.78134351
1227,Knox,Maine,2024-03-18,WOAH Non-Poultry,40,ME,23013,-69.15278458,44.12441708
1228,Kingsbury,South Dakota,2022-03-18,Commercial Turkey Meat Bird,39200,SD,46077,-97.4913945,44.36956169
1229,Dickinson,Kansas,2022-03-18,WOAH Poultry,250,KS,20041,-97.15266036,38.86611825
1230,Cecil,Maryland,2022-03-18,Commercial Table Egg Pullets,315400,MD,24015,-75.94133759,39.57067423
1231,Hanson,South Dakota,2022-03-18,Commercial Turkey Meat Bird,20200,SD,46061,-97.78704306,43.67458361
1232,Woodward,Oklahoma,2025-03-17,WOAH Non-Poultry,110,OK,40153,-99.26427063,36.42251383
1233,Buena Vista,Iowa,2025-03-17,Commercial Table Egg Pullets,400000,IA,19021,-95.15100162,42.73545875
1234,Lancaster,Pennsylvania,2023-03-17,WOAH Poultry,2500,PA,42071,-76.24786695,40.04261494
1235,Kent,Delaware,2022-03-17,Commercial Broiler Production,147800,DE,10001,-75.56844621,39.08639126
1236,Lincoln,Maine,2022-03-17,WOAH Non-Poultry,30,ME,23015,-69.54198777,44.06333351
1237,Sedgwick,Kansas,2022-03-17,WOAH Non-Poultry,6,KS,20173,-97.46083703,37.68448116
1238,Buena Vista,Iowa,2022-03-17,Commercial Table Egg Layer,5347500,IA,19021,-95.15100162,42.73545875
1239,Monroe,Mississippi,2023-03-16,WOAH Non-Poultry,30,MS,28095,-88.48037059,33.8922846
1240,Maries,Missouri,2023-03-16,WOAH Non-Poultry,10,MO,29125,-91.92492582,38.16167922
1241,Lancaster,Pennsylvania,2023-03-16,WOAH Poultry,1600,PA,42071,-76.24786695,40.04261494
1242,Chester,Pennsylvania,2023-03-16,Commercial Turkey Meat Bird,11800,PA,42029,-75.74843926,39.97329798
1243,Lancaster,Pennsylvania,2023-03-16,WOAH Poultry,2400,PA,42071,-76.24786695,40.04261494
1244,Rockingham,New Hampshire,2022-03-16,WOAH Non-Poultry,150,NH,33015,-71.12556353,42.98749699
1245,Mifflin,Pennsylvania,2023-03-15,WOAH Non-Poultry,60,PA,42087,-77.6170294,40.61051314
1246,Chickasaw,Iowa,2023-03-15,WOAH Non-Poultry,50,IA,19037,-92.31766909,43.06009652
1247,Merrick,Nebraska,2022-03-15,WOAH Non-Poultry,90,NE,31121,-98.03760529,41.16916952
1248,Ralls,Missouri,2022-03-15,WOAH Non-Poultry,100,MO,29173,-91.52194283,39.5275593
1249,Klamath,Oregon,2024-03-14,WOAH Non-Poultry,10,OR,41035,-121.6500072,42.68605026
1250,Lancaster,Pennsylvania,2023-03-14,WOAH Poultry,3000,PA,42071,-76.24786695,40.04261494
1251,Eaton,Michigan,2023-03-14,WOAH Non-Poultry,20,MI,26045,-84.83740035,42.59599185
1252,Lancaster,Pennsylvania,2023-03-14,WOAH Poultry,3900,PA,42071,-76.24786695,40.04261494
1253,Lancaster,Pennsylvania,2023-03-14,WOAH Poultry,3000,PA,42071,-76.24786695,40.04261494
1254,Lancaster,Pennsylvania,2023-03-14,WOAH Poultry,2400,PA,42071,-76.24786695,40.04261494
1255,Lancaster,Pennsylvania,2023-03-14,WOAH Poultry,2400,PA,42071,-76.24786695,40.04261494
1256,Jefferson,Wisconsin,2022-03-14,Commercial Table Egg Layer,2750700,WI,55055,-88.77532763,43.02053192
1257,York,Maine,2022-03-14,WOAH Non-Poultry,180,ME,23031,-70.7143165,43.47829059
1258,Salem,New Jersey,2025-03-13,WOAH Non-Poultry,5,NJ,34033,-75.34910669,39.58787069
1259,Lehigh,Pennsylvania,2025-03-13,Live Bird Market,350,PA,42077,-75.59214444,40.61280627
1260,Anne Arundel,Maryland,2025-03-13,WOAH Non-Poultry,7,MD,24003,-76.60335105,39.0057724
1261,Lawrence,Illinois,2025-03-13,Commercial Turkey Meat Bird,15400,IL,17101,-87.72698819,38.72048612
1262,Lancaster,Pennsylvania,2023-03-13,WOAH Poultry,6000,PA,42071,-76.24786695,40.04261494
1263,Hudson,New Jersey,2025-03-12,Live Bird Market,370,NJ,34017,-74.07753388,40.73476975
1264,Hudson,New Jersey,2025-03-12,Live Bird Market,760,NJ,34017,-74.07753388,40.73476975
1265,Grady,Oklahoma,2025-03-12,WOAH Non-Poultry,30,OK,40051,-97.88360671,35.01633237
1266,Philadelphia,Pennsylvania,2025-03-12,Live Bird Market,420,PA,42101,-75.13324284,40.00806441
1267,Mercer,New Jersey,2025-03-12,Live Bird Market,370,NJ,34021,-74.70164497,40.28339139
1268,Noxubee,Mississippi,2025-03-12,Commercial Broiler Breeder,47700,MS,28103,-88.56962273,33.1101406
1269,Hutchinson,South Dakota,2024-03-12,Commercial Turkey Meat Bird,31200,SD,46067,-97.75456287,43.33466314
1270,Lincoln,Maine,2022-03-12,WOAH Non-Poultry,100,ME,23015,-69.54198777,44.06333351
1271,Charles Mix,South Dakota,2022-03-12,Commercial Turkey Meat Bird,37500,SD,46023,-98.58785039,43.20792726
1272,Dawson,Nebraska,2025-03-11,WOAH Non-Poultry,20,NE,31047,-99.81946635,40.86987625
1273,Rensselaer,New York,2025-03-11,WOAH Non-Poultry,50,NY,36083,-73.50952678,42.71103722
1274,Dallas,Iowa,2025-03-11,WOAH Non-Poultry,100,IA,19049,-94.03970701,41.68489264
1275,Clay,Minnesota,2024-03-11,WOAH Non-Poultry,80,MN,27027,-96.49066248,46.89214202
1276,Moore,Texas,2024-03-11,WOAH Non-Poultry,280,TX,48341,-101.8930281,35.83769242
1277,Franklin,Kansas,2022-03-11,WOAH Poultry,260,KS,20059,-95.28621552,38.56442768
1278,Mclean,Illinois,2022-03-11,WOAH Non-Poultry,40,IL,,,
1279,Queens,New York,2025-03-10,Live Bird Market,1100,NY,36081,-73.81734511,40.70829859
1280,Montgomery,Indiana,2025-03-10,WOAH Non-Poultry,20,IN,18107,-86.89342256,40.04037231
1281,Weld,Colorado,2025-03-10,WOAH Non-Poultry,20,CO,8123,-104.3930144,40.55487277
1282,Kings,New York,2025-03-10,Live Bird Market,0,NY,36047,-73.93708255,40.63562226
1283,Cecil,Maryland,2022-03-10,Commercial Table Egg Layer,663400,MD,24015,-75.94133759,39.57067423
1284,Taylor,Iowa,2022-03-10,Commercial Table Egg Layer,915900,IA,19173,-94.69599224,40.73748072
1285,Lawrence,Missouri,2022-03-09,Commercial Turkey Breeder Replacement Hens,37800,MO,29109,-93.83291444,37.10627971
1286,New Castle,Delaware,2022-03-08,Commercial Table Egg Pullets,243900,DE,10003,-75.64791441,39.58150592
1287,Queen Anne'S,Maryland,2022-03-08,Commercial Broiler Production,139300,MD,,,
1288,Jasper,Missouri,2022-03-08,Commercial Turkey Meat Bird,25000,MO,29097,-94.34047486,37.20351967
1289,Richmond,New York,2025-03-07,Live Bird Market,450,NY,36085,-74.15390987,40.58183643
1290,Adams,Indiana,2025-03-07,Commercial Duck Breeder,3200,IN,18001,-84.93658249,40.7457744
1291,Russell,Kansas,2025-03-07,WOAH Non-Poultry,20,KS,20167,-98.76247878,38.91467637
1292,Lancaster,Pennsylvania,2025-03-07,WOAH Poultry,6500,PA,42071,-76.24786695,40.04261494
1293,Bronx,New York,2025-03-07,Live Bird Market,1000,NY,36005,-73.8615688,40.85091824
1294,Essex,Massachusetts,2024-03-07,WOAH Poultry,70,MA,25009,-70.9515844,42.67174524
1295,Rockingham,Virginia,2023-03-07,WOAH Non-Poultry,250,VA,51165,-78.87581609,38.51221007
1296,Mercer,Ohio,2025-03-06,Commercial Turkey Meat Bird,22100,OH,39107,-84.62929783,40.54030771
1297,Mercer,Ohio,2025-03-06,Commercial Turkey Meat Bird,9500,OH,39107,-84.62929783,40.54030771
1298,Kings,New York,2025-03-06,Live Bird Market,70,NY,36047,-73.93708255,40.63562226
1299,Monroe,Michigan,2025-03-06,WOAH Non-Poultry,40,MI,26115,-83.53769332,41.92832154
1300,Bingham,Idaho,2023-03-06,WOAH Non-Poultry,10,ID,16011,-112.3976535,43.21643996
1301,Lancaster,Pennsylvania,2023-03-06,WOAH Poultry,1800,PA,42071,-76.24786695,40.04261494
1302,Lancaster,Pennsylvania,2023-03-06,WOAH Poultry,310,PA,42071,-76.24786695,40.04261494
1303,Bucks,Pennsylvania,2023-03-06,WOAH Poultry,1700,PA,42017,-75.10684724,40.33694355
1304,Lancaster,Pennsylvania,2023-03-06,WOAH Poultry,6000,PA,42071,-76.24786695,40.04261494
1305,Buena Vista,Iowa,2022-03-06,Commercial Turkey Meat Bird,49800,IA,19021,-95.15100162,42.73545875
1306,Charles Mix,South Dakota,2022-03-05,Commercial Turkey Meat Bird,44100,SD,46023,-98.58785039,43.20792726
1307,Will,Illinois,2025-03-04,WOAH Non-Poultry,50,IL,17197,-87.97829555,41.44485087
1308,Multnomah,Oregon,2025-03-04,WOAH Non-Poultry,40,OR,41051,-122.4157429,45.54693681
1309,Jay,Indiana,2025-03-04,Commercial Table Egg Layer,187200,IN,18075,-85.00574703,40.43780769
1310,Lancaster,Pennsylvania,2023-03-04,Commercial Turkey Meat Bird,26600,PA,42071,-76.24786695,40.04261494
1311,Lancaster,Pennsylvania,2023-03-04,Commercial Turkey Meat Bird,19600,PA,42071,-76.24786695,40.04261494
1312,Chester,Pennsylvania,2023-03-04,WOAH Poultry,6900,PA,42029,-75.74843926,39.97329798
1313,Northumberland,Pennsylvania,2023-03-04,WOAH Poultry,680,PA,42097,-76.70893391,40.85142483
1314,Lancaster,Pennsylvania,2023-03-04,Commercial Duck Breeder,11300,PA,42071,-76.24786695,40.04261494
1315,Bates,Missouri,2022-03-04,WOAH Non-Poultry,50,MO,29013,-94.34015625,38.25742352
1316,Cecil,Maryland,2022-03-04,Commercial Table Egg Layer,644000,MD,24015,-75.94133759,39.57067423
1317,Stoddard,Missouri,2022-03-04,Commercial Broiler Production,294800,MO,29207,-89.94436038,36.85565464
1318,Queens,New York,2025-03-03,Live Bird Market,150,NY,36081,-73.81734511,40.70829859
1319,Queens,New York,2025-03-03,Live Bird Market,0,NY,36081,-73.81734511,40.70829859
1320,Douglas,Nevada,2023-03-03,WOAH Non-Poultry,20,NV,32005,-119.6162086,38.91213378
1321,Chester,Pennsylvania,2023-03-03,WOAH Poultry,5200,PA,42029,-75.74843926,39.97329798
1322,Dubois,Indiana,2022-03-02,Commercial Turkey Meat Bird,16500,IN,18037,-86.87970258,38.36427783
1323,Pottawattamie,Iowa,2022-03-01,WOAH Non-Poultry,40,IA,19155,-95.54290277,41.33661346
1324,New London,Connecticut,2022-03-01,WOAH Non-Poultry,160,CT,9011,-72.10232387,41.48708483
1325,Suffolk,New York,2025-02-28,WOAH Non-Poultry,3,NY,36103,-72.84423227,40.87024178
1326,Hot Springs,Wyoming,2025-02-28,WOAH Non-Poultry,10,WY,56017,-108.4422853,43.71897841
1327,Bernalillo,New Mexico,2025-02-28,WOAH Non-Poultry,50,NM,35001,-106.6705759,35.05121905
1328,Dare,North Carolina,2025-02-28,WOAH Non-Poultry,20,NC,37055,-75.78245555,35.7632084
1329,Portage,Ohio,2025-02-28,WOAH Non-Poultry,40,OH,39133,-81.19736816,41.16790847
1330,Miami-Dade,Florida,2023-02-28,Live Bird Market,510,FL,12086,-80.55914415,25.61511557
1331,Miami-Dade,Florida,2025-02-27,WOAH Poultry,120,FL,12086,-80.55914415,25.61511557
1332,Collier,Florida,2025-02-27,WOAH Non-Poultry,30,FL,12021,-81.34769003,26.11069361
1333,Stevens,Minnesota,2024-02-27,WOAH Non-Poultry,20,MN,27149,-96.00022786,45.58615985
1334,Mahoning,Ohio,2024-02-27,WOAH Non-Poultry,140,OH,39099,-80.7763711,41.01467607
1335,Lancaster,Pennsylvania,2023-02-27,WOAH Poultry,4400,PA,42071,-76.24786695,40.04261494
1336,Cumberland,Maine,2025-02-26,WOAH Non-Poultry,30,ME,23005,-70.37661287,43.83897334
1337,Dukes,Massachusetts,2025-02-26,WOAH Non-Poultry,50,MA,25007,-70.65382633,41.39790643
1338,Westchester,New York,2025-02-26,WOAH Non-Poultry,100,NY,36119,-73.75591281,41.16176335
1339,Monroe,New York,2024-02-26,WOAH Non-Poultry,20,NY,36055,-77.69595887,43.14694904
1340,Elkhart,Indiana,2025-02-25,Commercial Duck Breeder,1800,IN,18039,-85.85885682,41.59771704
1341,Union,Indiana,2025-02-25,WOAH Non-Poultry,40,IN,18161,-84.9249309,39.62515829
1342,Jasper,Indiana,2025-02-25,WOAH Non-Poultry,90,IN,18073,-87.11611118,41.02296853
1343,Lagrange,Indiana,2025-02-25,Commercial Duck Breeder,3800,IN,,,
1344,Monroe,Michigan,2025-02-25,WOAH Non-Poultry,10,MI,26115,-83.53769332,41.92832154
1345,Jay,Indiana,2025-02-25,Commercial Turkey Meat Bird,18600,IN,18075,-85.00574703,40.43780769
1346,Mercer,Ohio,2025-02-25,Commercial Table Egg Layer,90000,OH,39107,-84.62929783,40.54030771
1347,Jay,Indiana,2025-02-25,Commercial Turkey Meat Bird,16500,IN,18075,-85.00574703,40.43780769
1348,Philadelphia,Pennsylvania,2025-02-24,Live Bird Market,1100,PA,42101,-75.13324284,40.00806441
1349,Lancaster,Pennsylvania,2023-02-24,WOAH Poultry,4000,PA,42071,-76.24786695,40.04261494
1350,Chester,Pennsylvania,2023-02-24,WOAH Poultry,3400,PA,42029,-75.74843926,39.97329798
1351,Wayne,Illinois,2023-02-24,Commercial Turkey Meat Bird,18200,IL,17191,-88.42586459,38.42955355
1352,Dutchess,New York,2022-02-24,WOAH Non-Poultry,200,NY,36027,-73.74303603,41.76513375
1353,Ulster,New York,2022-02-24,WOAH Non-Poultry,70,NY,36111,-74.25878826,41.888126
1354,Dubois,Indiana,2022-02-24,Commercial Turkey Meat Bird,36000,IN,18037,-86.87970258,38.36427783
1355,Onondaga,New York,2024-02-23,WOAH Non-Poultry,10,NY,36067,-76.19460186,43.0061269
1356,Allen,Indiana,2024-02-23,WOAH Non-Poultry,50,IN,18003,-85.06652248,41.0912565
1357,Dallas,Missouri,2024-02-23,WOAH Poultry,20300,MO,29059,-93.02340823,37.68065861
1358,Alexandria City,Virginia,2023-02-23,Live Bird Market,800,VA,,,
1359,Lancaster,Pennsylvania,2023-02-23,WOAH Poultry,2000,PA,42071,-76.24786695,40.04261494
1360,Moffat,Colorado,2023-02-23,WOAH Non-Poultry,40,CO,8081,-108.2075581,40.61858161
1361,Knox,Maine,2022-02-23,WOAH Non-Poultry,100,ME,23013,-69.15278458,44.12441708
1362,Greene,Indiana,2022-02-23,Commercial Turkey Meat Bird,15400,IN,18055,-86.96223202,39.03630547
1363,Kalamazoo,Michigan,2022-02-23,WOAH Non-Poultry,30,MI,26077,-85.53044157,42.24536002
1364,Greene,Indiana,2022-02-23,Commercial Turkey Meat Bird,48200,IN,18055,-86.96223202,39.03630547
1365,Union,New Jersey,2025-02-22,Live Bird Market,830,NJ,34039,-74.30721513,40.65928966
1366,Charles,Maryland,2024-02-22,WOAH Non-Poultry,30,MD,24017,-76.9921999,38.50706766
1367,Lancaster,Pennsylvania,2023-02-22,WOAH Poultry,4200,PA,42071,-76.24786695,40.04261494
1368,New Castle,Delaware,2022-02-22,Commercial Table Egg Layer,1046900,DE,10003,-75.64791441,39.58150592
1369,Delaware,New York,2025-02-21,WOAH Non-Poultry,240,NY,36025,-74.96687059,42.19791446
1370,Mercer,Ohio,2025-02-21,Commercial Table Egg Layer,84800,OH,39107,-84.62929783,40.54030771
1371,Washington,Indiana,2025-02-21,Commercial Turkey Meat Bird,19400,IN,18175,-86.10543054,38.59978187
1372,Mercer,Ohio,2025-02-21,WOAH Poultry,55900,OH,39107,-84.62929783,40.54030771
1373,Darke,Ohio,2025-02-21,Commercial Table Egg Layer,3090400,OH,39037,-84.61945793,40.13381861
1374,Elkhart,Indiana,2025-02-21,Commercial Duck Meat Bird,4200,IN,18039,-85.85885682,41.59771704
1375,Broward,Florida,2025-02-21,WOAH Non-Poultry,10,FL,12011,-80.48723143,26.15220703
1376,Dallas,Missouri,2024-02-21,Commercial Turkey Meat Bird,28500,MO,29059,-93.02340823,37.68065861
1377,Franklin,Ohio,2024-02-21,WOAH Non-Poultry,10,OH,39049,-83.0091231,39.96927249
1378,Dallas,Missouri,2024-02-21,Commercial Turkey Meat Bird,12300,MO,29059,-93.02340823,37.68065861
1379,Dallas,Missouri,2024-02-21,Commercial Turkey Meat Bird,31000,MO,29059,-93.02340823,37.68065861
1380,Lincoln,Nebraska,2023-02-21,WOAH Poultry,420,NE,31111,-100.7452801,41.04750134
1381,Lancaster,Pennsylvania,2023-02-21,Commercial Broiler Production,97700,PA,42071,-76.24786695,40.04261494
1382,Sac,Iowa,2025-02-20,Commercial Turkey Meat Bird,29700,IA,19161,-95.10547892,42.38624071
1383,Luzerne,Pennsylvania,2025-02-20,WOAH Non-Poultry,90,PA,42079,-75.98893638,41.17686973
1384,Butler,Pennsylvania,2025-02-20,WOAH Non-Poultry,610,PA,42019,-79.91342345,40.91176277
1385,Cumberland,Maine,2025-02-20,WOAH Non-Poultry,80,ME,23005,-70.37661287,43.83897334
1386,Duplin,North Carolina,2024-02-20,Commercial Turkey Meat Bird,20900,NC,37061,-77.93295681,34.93627171
1387,Graham,Arizona,2025-02-19,WOAH Non-Poultry,280,AZ,4009,-109.8875198,32.93295414
1388,Knox,Maine,2022-02-19,WOAH Non-Poultry,30,ME,23013,-69.15278458,44.12441708
1389,Churchill,Nevada,2025-02-18,WOAH Non-Poultry,20,NV,32001,-118.3362581,39.58048345
1390,Darke,Ohio,2025-02-18,Commercial Table Egg Layer,164900,OH,39037,-84.61945793,40.13381861
1391,Mercer,Ohio,2025-02-18,Commercial Turkey Meat Bird,10600,OH,39107,-84.62929783,40.54030771
1392,Stark,Ohio,2025-02-18,WOAH Non-Poultry,30,OH,39151,-81.36571811,40.8138382
1393,Suffolk,New York,2022-02-18,WOAH Non-Poultry,8,NY,36103,-72.84423227,40.87024178
1394,San Joaquin,California,2023-02-17,WOAH Non-Poultry,160,CA,6077,-121.2712102,37.9345275
1395,Copiah,Mississippi,2023-02-17,WOAH Poultry,50,MS,28029,-90.44883293,31.86883689
1396,Tioga,Pennsylvania,2023-02-17,WOAH Non-Poultry,50,PA,42117,-77.25438714,41.77283534
1397,Kanawha,West Virginia,2024-02-16,WOAH Non-Poultry,250,WV,54039,-81.52827161,38.33643035
1398,Dubois,Indiana,2022-02-16,Commercial Turkey Meat Bird,26600,IN,18037,-86.87970258,38.36427783
1399,Columbia,New York,2023-02-15,WOAH Poultry,250,NY,36021,-73.63186276,42.25016297
1400,Webster,Kentucky,2022-02-15,Commercial Turkey Meat Bird,53300,KY,21233,-87.68319621,37.51850288
1401,Buena Vista,Iowa,2025-02-14,Commercial Turkey Meat Bird,26700,IA,19021,-95.15100162,42.73545875
1402,Jay,Indiana,2025-02-14,Commercial Table Egg Layer,1454600,IN,18075,-85.00574703,40.43780769
1403,Washington,Indiana,2025-02-14,Commercial Turkey Meat Bird,14100,IN,18175,-86.10543054,38.59978187
1404,Darke,Ohio,2025-02-14,Commercial Turkey Meat Bird,20100,OH,39037,-84.61945793,40.13381861
1405,Randolph,Indiana,2025-02-14,WOAH Non-Poultry,70,IN,18135,-85.0114051,40.15748383
1406,Jay,Indiana,2025-02-14,Commercial Table Egg Layer,1224800,IN,18075,-85.00574703,40.43780769
1407,Saunders,Nebraska,2025-02-14,WOAH Non-Poultry,50,NE,31155,-96.63733984,41.22629371
1408,Mercer,Ohio,2025-02-14,Commercial Turkey Meat Bird,16700,OH,39107,-84.62929783,40.54030771
1409,Hillsborough,Florida,2023-02-14,WOAH Non-Poultry,10,FL,12057,-82.30867294,27.92948052
1410,Benton,Washington,2023-02-14,WOAH Non-Poultry,60,WA,53005,-119.5113335,46.23976031
1411,Sussex,Delaware,2025-02-13,WOAH Non-Poultry,30,DE,10005,-75.38998106,38.66089142
1412,Monroe,Michigan,2025-02-13,WOAH Non-Poultry,30,MI,26115,-83.53769332,41.92832154
1413,Riverside,California,2025-02-13,WOAH Poultry,11400,CA,6065,-115.9939021,33.74329781
1414,Auglaize,Ohio,2025-02-13,Commercial Table Egg Layer,210600,OH,39011,-84.22168058,40.56085701
1415,Mercer,Ohio,2025-02-13,Commercial Table Egg Layer,125800,OH,39107,-84.62929783,40.54030771
1416,Doniphan,Kansas,2023-02-13,WOAH Non-Poultry,30,KS,20043,-95.14683558,39.78796644
1417,Carroll,Missouri,2023-02-13,WOAH Non-Poultry,9,MO,29033,-93.50521161,39.42694823
1418,Weld,Colorado,2025-02-12,WOAH Poultry,150,CO,8123,-104.3930144,40.55487277
1419,Platte,Wyoming,2025-02-12,WOAH Non-Poultry,0,WY,56031,-104.9661319,42.13239072
1420,Crow Wing,Minnesota,2025-02-12,WOAH Non-Poultry,160,MN,27035,-94.07070376,46.48265818
1421,Lancaster,Pennsylvania,2025-02-12,WOAH Poultry,600,PA,42071,-76.24786695,40.04261494
1422,Merced,California,2025-02-12,Commercial Broiler Production,280600,CA,6047,-120.7175058,37.19189197
1423,Mercer,Ohio,2025-02-12,Commercial Table Egg Layer,131000,OH,39107,-84.62929783,40.54030771
1424,Lawrence,Missouri,2025-02-12,Commercial Turkey Breeder Hens,13000,MO,29109,-93.83291444,37.10627971
1425,Weld,Colorado,2025-02-12,WOAH Non-Poultry,20,CO,8123,-104.3930144,40.55487277
1426,Twin Falls,Idaho,2024-02-12,WOAH Non-Poultry,20,ID,16083,-114.6681729,42.35608428
1427,Schuylkill,Pennsylvania,2024-02-12,WOAH Non-Poultry,30,PA,42107,-76.21642765,40.70586881
1428,Fauquier,Virginia,2022-02-12,WOAH Non-Poultry,90,VA,51061,-77.80950815,38.7387071
1429,Fulton,Kentucky,2022-02-12,Commercial Broiler Production,231400,KY,21075,-89.18729157,36.55403726
1430,Cumberland,Pennsylvania,2025-02-11,Commercial Duck Meat Bird,20000,PA,42041,-77.26523042,40.16350914
1431,Yankton,South Dakota,2025-02-11,WOAH Non-Poultry,50,SD,46135,-97.39494039,43.00895493
1432,Madison,New York,2025-02-11,WOAH Non-Poultry,20,NY,36053,-75.66993538,42.91279676
1433,Lancaster,Pennsylvania,2025-02-11,Commercial Broiler Production,80000,PA,42071,-76.24786695,40.04261494
1434,Mercer,Ohio,2025-02-11,Commercial Table Egg Pullets,20000,OH,39107,-84.62929783,40.54030771
1435,Jay,Indiana,2025-02-11,Commercial Table Egg Layer,912000,IN,18075,-85.00574703,40.43780769
1436,Mercer,Ohio,2025-02-10,Commercial Turkey Meat Bird,20100,OH,39107,-84.62929783,40.54030771
1437,Lawrence,Missouri,2025-02-10,Commercial Turkey Breeder Hens,14100,MO,29109,-93.83291444,37.10627971
1438,Mason,Washington,2025-02-10,WOAH Non-Poultry,7,WA,53045,-123.1920342,47.34793175
1439,Lenoir,North Carolina,2024-02-09,Commercial Turkey Meat Bird,32400,NC,37107,-77.64152691,35.23892735
1440,Owyhee,Idaho,2024-02-08,WOAH Non-Poultry,9,ID,16073,-116.1698327,42.58161924
1441,Delta,Colorado,2024-02-08,Commercial Broiler Breeder,66500,CO,8029,-107.8629449,38.86135647
1442,Miami-Dade,Florida,2024-02-08,Live Bird Market,1500,FL,12086,-80.55914415,25.61511557
1443,Lancaster,Pennsylvania,2023-02-08,WOAH Poultry,20300,PA,42071,-76.24786695,40.04261494
1444,Mitchell,Kansas,2023-02-08,Commercial Upland Gamebird Producer,17000,KS,20123,-98.20900663,39.39334518
1445,Dubois,Indiana,2022-02-08,Commercial Turkey Meat Bird,29000,IN,18037,-86.87970258,38.36427783
1446,Calcasieu,Louisiana,2025-02-07,WOAH Non-Poultry,10,LA,22019,-93.35798129,30.22942198
1447,Mercer,Ohio,2025-02-07,Commercial Turkey Meat Bird,4100,OH,39107,-84.62929783,40.54030771
1448,Lancaster,Pennsylvania,2025-02-07,WOAH Poultry,610,PA,42071,-76.24786695,40.04261494
1449,Mercer,Ohio,2025-02-07,Commercial Table Egg Layer,388900,OH,39107,-84.62929783,40.54030771
1450,Mercer,Ohio,2025-02-07,Commercial Table Egg Layer,96300,OH,39107,-84.62929783,40.54030771
1451,Lebanon,Pennsylvania,2025-02-07,Commercial Broiler Production,53500,PA,42075,-76.45759104,40.36716938
1452,Leake,Mississippi,2023-02-07,Commercial Broiler Production,89800,MS,28079,-89.52402041,32.7536828
1453,Allegheny,Pennsylvania,2023-02-07,WOAH Non-Poultry,20,PA,42003,-79.9817588,40.46880438
1454,Lawrence,Missouri,2025-02-06,Commercial Turkey Meat Bird,9500,MO,29109,-93.83291444,37.10627971
1455,Lancaster,Pennsylvania,2025-02-06,Commercial Duck Meat Bird,12100,PA,42071,-76.24786695,40.04261494
1456,Lebanon,Pennsylvania,2025-02-06,Commercial Table Egg Layer,84100,PA,42075,-76.45759104,40.36716938
1457,New London,Connecticut,2025-02-06,WOAH Non-Poultry,20,CT,9011,-72.10232387,41.48708483
1458,Lancaster,Pennsylvania,2025-02-06,WOAH Poultry,14900,PA,42071,-76.24786695,40.04261494
1459,Mercer,Ohio,2025-02-06,Commercial Table Egg Layer,232600,OH,39107,-84.62929783,40.54030771
1460,Newton,Missouri,2025-02-06,Commercial Broiler Production,44400,MO,29145,-94.33946172,36.90518568
1461,Darke,Ohio,2025-02-06,Commercial Table Egg Layer,522200,OH,39037,-84.61945793,40.13381861
1462,Bronx,New York,2025-02-06,Live Bird Market,0,NY,36005,-73.8615688,40.85091824
1463,Queens,New York,2025-02-06,Live Bird Market,200,NY,36081,-73.81734511,40.70829859
1464,Mercer,Ohio,2025-02-06,Commercial Turkey Meat Bird,10100,OH,39107,-84.62929783,40.54030771
1465,Mercer,Ohio,2025-02-06,Commercial Turkey Meat Bird,19900,OH,39107,-84.62929783,40.54030771
1466,Essex,Massachusetts,2024-02-06,WOAH Non-Poultry,20,MA,25009,-70.9515844,42.67174524
1467,Wayne,Pennsylvania,2024-02-06,WOAH Non-Poultry,360,PA,42127,-75.30318879,41.64851654
1468,Gage,Nebraska,2024-02-06,Commercial Broiler Production,102000,NE,31067,-96.68942195,40.26183622
1469,Merced,California,2023-02-06,Commercial Duck Breeder,29100,CA,6047,-120.7175058,37.19189197
1470,Kennebec,Maine,2023-02-06,WOAH Non-Poultry,40,ME,23011,-69.76757384,44.40901704
1471,Park,Wyoming,2023-02-06,WOAH Non-Poultry,10,WY,56029,-109.5885953,44.52053528
1472,Placer,California,2023-02-06,WOAH Non-Poultry,30,CA,6061,-120.717846,39.06347097
1473,San Joaquin,California,2023-02-06,WOAH Non-Poultry,8,CA,6077,-121.2712102,37.9345275
1474,Hancock,Maine,2023-02-06,WOAH Non-Poultry,30,ME,23009,-68.35862848,44.64373173
