,County,State,Outbreak Date,Flock Type,Flock Size,State Abbrev,fips,lng,lat
433,Lehigh,Pennsylvania,2022-11-10,Commercial Turkey Meat Bird,18500,PA,42077,-75.59214444,40.61280627
434,Ward,North Dakota,2022-11-10,WOAH Poultry,20,ND,38101,-101.541865,48.22179884
435,Steele,Minnesota,2023-11-09,Commercial Turkey Meat Bird,46900,MN,27147,-93.22627088,44.02240351
436,Sweet Grass,Montana,2023-11-09,WOAH Non-Poultry,3,MT,30097,-109.939664,45.813756
437,Redwood,Minnesota,2023-11-09,Commercial Turkey Meat Bird,18500,MN,27127,-95.25398841,44.40365018
438,Roberts,South Dakota,2023-11-09,Commercial Turkey Meat Bird,51200,SD,46109,-96.94614272,45.62977349
439,Wheatland,Montana,2023-11-09,WOAH Poultry,4500,MT,30107,-109.8444012,46.46630385
440,Mcpherson,South Dakota,2023-11-09,Commercial Turkey Meat Bird,58400,SD,,,
441,Clark,South Dakota,2023-11-08,Commercial Upland Gamebird Producer,8500,SD,46025,-97.72949102,44.8584651
442,Utah,Utah,2023-11-08,WOAH Non-Poultry,60,UT,49049,-111.670284,40.11980262
443,Kossuth,Iowa,2023-11-08,WOAH Poultry,8200,IA,19109,-94.20689787,43.20413984
444,Matanuska Susitna,Alaska,2023-11-08,WOAH Non-Poultry,40,AK,,,
445,Charles Mix,South Dakota,2023-11-08,Commercial Turkey Meat Bird,74100,SD,46023,-98.58785039,43.20792726
446,Lehigh,Pennsylvania,2022-11-08,Commercial Turkey Meat Bird,17400,PA,42077,-75.59214444,40.61280627
447,Lehigh,Pennsylvania,2022-11-08,Commercial Turkey Breeder Hens,7500,PA,42077,-75.59214444,40.61280627
448,Snohomish,Washington,2022-11-08,WOAH Non-Poultry,150,WA,53061,-121.6977603,48.04772437
449,Louisa,Iowa,2022-11-08,WOAH Non-Poultry,20,IA,19115,-91.25958262,41.21843405
450,Snohomish,Washington,2024-11-07,WOAH Non-Poultry,170,WA,53061,-121.6977603,48.04772437
451,Stearns,Minnesota,2023-11-07,Commercial Turkey Meat Bird,70900,MN,27145,-94.61299658,45.55199481
452,Jefferson,Wisconsin,2022-11-07,Commercial Upland Gamebird Producer,187900,WI,55055,-88.77532763,43.02053192
453,Converse,Wyoming,2022-11-07,WOAH Non-Poultry,20,WY,56009,-105.5077277,42.9722826
454,Gloucester,Virginia,2022-11-07,WOAH Non-Poultry,80,VA,51073,-76.54142204,37.41403941
455,Butler,Ohio,2022-11-07,WOAH Poultry,150,OH,39017,-84.57607723,39.43897921
456,Hamilton,Iowa,2023-11-06,Commercial Breeder (Multiple Bird Species),15000,IA,19079,-93.70672502,42.38395377
457,Clay,Iowa,2023-11-06,WOAH Poultry,1700,IA,19041,-95.15096481,43.08247182
458,Benton,Missouri,2023-11-06,Commercial Broiler Breeder,16600,MO,29015,-93.28827876,38.2951634
459,Wright,Iowa,2022-11-06,Commercial Table Egg Layer,1022800,IA,19197,-93.73515113,42.73305373
460,Lehigh,Pennsylvania,2022-11-04,Commercial Turkey Meat Bird,14500,PA,42077,-75.59214444,40.61280627
461,Sullivan,New York,2022-11-04,WOAH Non-Poultry,140,NY,36105,-74.7681497,41.71624399
462,Lawrence,Mississippi,2022-11-04,Commercial Broiler Breeder,34400,MS,28077,-90.10693379,31.54996744
463,Dauphin,Pennsylvania,2022-11-04,WOAH Non-Poultry,130,PA,42043,-76.77925448,40.41555232
464,Clay,Iowa,2023-11-03,WOAH Poultry,7700,IA,19041,-95.15096481,43.08247182
465,Clay,Iowa,2023-11-03,WOAH Poultry,8300,IA,19041,-95.15096481,43.08247182
466,Mcpherson,South Dakota,2023-11-03,Commercial Turkey Breeder Hens,26800,SD,,,
467,Wright,Minnesota,2023-11-03,Commercial Table Egg Layer,940000,MN,27171,-93.96334763,45.1738141
468,Beaufort,South Carolina,2022-11-03,WOAH Non-Poultry,170,SC,45013,-80.73004378,32.3853684
469,Bottineau,North Dakota,2022-11-03,WOAH Poultry,130,ND,38009,-100.8333086,48.792102
470,Yamhill,Oregon,2022-11-03,WOAH Poultry,150,OR,41071,-123.3078799,45.23269019
471,Broward,Florida,2022-11-03,WOAH Non-Poultry,70,FL,12011,-80.48723143,26.15220703
472,Yavapai,Arizona,2022-11-03,WOAH Non-Poultry,30,AZ,4025,-112.5538467,34.59969928
473,Lehigh,Pennsylvania,2022-11-03,Commercial Turkey Meat Bird,28500,PA,42077,-75.59214444,40.61280627
474,Marathon,Wisconsin,2022-11-03,WOAH Non-Poultry,30,WI,55073,-89.75863384,44.89792533
475,Middlesex,Massachusetts,2022-11-03,WOAH Non-Poultry,20,MA,25017,-71.39262102,42.48584344
476,San Diego,California,2022-11-03,WOAH Poultry,150,CA,6073,-116.7353982,33.03386576
477,Sacramento,California,2024-11-02,Commercial Turkey Meat Bird,48300,CA,6067,-121.3445212,38.44881725
478,Sonoma,California,2024-11-02,WOAH Non-Poultry,30,CA,6097,-122.8872965,38.52842052
479,Grady,Oklahoma,2023-11-02,WOAH Non-Poultry,120,OK,40051,-97.88360671,35.01633237
480,Marshall,Alabama,2023-11-02,Commercial Broiler Breeder Pullets,47900,AL,1095,-86.30615623,34.36690867
481,Waukesha,Wisconsin,2022-11-02,WOAH Non-Poultry,10,WI,55133,-88.30430125,43.01833546
482,Bergen,New Jersey,2022-11-02,WOAH Non-Poultry,60,NJ,34003,-74.07441147,40.96008351
483,Yavapai,Arizona,2022-11-02,WOAH Non-Poultry,50,AZ,4025,-112.5538467,34.59969928
484,Allegheny,Pennsylvania,2022-11-02,WOAH Non-Poultry,20,PA,42003,-79.9817588,40.46880438
485,Flathead,Montana,2024-11-01,WOAH Non-Poultry,40,MT,30029,-114.0497122,48.29520088
486,Jackson,Oregon,2024-11-01,WOAH Non-Poultry,60,OR,41029,-122.728377,42.43216537
487,Okanogan,Washington,2024-11-01,WOAH Non-Poultry,20,WA,53047,-119.7406032,48.54862984
488,Stevens,Washington,2024-11-01,WOAH Non-Poultry,130,WA,53065,-117.8550713,48.39899156
489,Buena Vista,Iowa,2023-11-01,Commercial Turkey Meat Bird,30000,IA,19021,-95.15100162,42.73545875
490,Deschutes,Oregon,2022-11-01,WOAH Non-Poultry,8,OR,41017,-121.227881,43.91469217
491,Granite,Montana,2022-11-01,WOAH Poultry,40,MT,30039,-113.4401981,46.40415824
492,Wayne,New York,2022-11-01,WOAH Non-Poultry,10,NY,36117,-77.02965084,43.15652579
493,Stearns,Minnesota,2022-11-01,Commercial Turkey Meat Bird,8500,MN,27145,-94.61299658,45.55199481
494,Gregory,South Dakota,2022-11-01,Commercial Upland Gamebird Producer,3000,SD,46053,-99.18590693,43.19247936
495,Meeker,Minnesota,2023-10-31,Commercial Turkey Meat Bird,32100,MN,27093,-94.52871063,45.12332877
496,Lincoln,Tennessee,2023-10-31,WOAH Non-Poultry,100,TN,47103,-86.58840969,35.14053022
497,Madison,Arkansas,2023-10-31,Commercial Broiler Breeder Pullets,31600,AR,5087,-93.72465597,36.01103565
498,Wagoner,Oklahoma,2023-10-31,WOAH Non-Poultry,50,OK,40145,-95.52115154,35.96138606
499,Beadle,South Dakota,2023-10-31,Commercial Turkey Meat Bird,29700,SD,46005,-98.27883711,44.41467039
500,Tipton,Tennessee,2022-10-31,WOAH Non-Poultry,90,TN,47167,-89.75925274,35.49692909
501,Wright,Iowa,2022-10-31,Commercial Table Egg Layer,1100000,IA,19197,-93.73515113,42.73305373
502,Swift,Minnesota,2022-10-31,Commercial Turkey Meat Bird,45600,MN,27151,-95.68142474,45.28288933
503,Venango,Pennsylvania,2024-10-30,WOAH Non-Poultry,20,PA,42121,-79.75792032,41.40101962
504,Kings,California,2024-10-30,Commercial Broiler Production,117200,CA,6031,-119.8151995,36.07520008
505,Fresno,California,2024-10-30,Commercial Broiler Production,204600,CA,6019,-119.6506833,36.75807672
506,Kings,California,2024-10-29,Commercial Broiler Production,104500,CA,6031,-119.8151995,36.07520008
507,Tulare,California,2024-10-29,WOAH Non-Poultry,10,CA,6107,-118.8004216,36.22081997
508,Kings,California,2024-10-29,Commercial Broiler Production,305500,CA,6031,-119.8151995,36.07520008
509,Matanuska Susitna,Alaska,2023-10-28,WOAH Non-Poultry,50,AK,,,
510,Matanuska Susitna,Alaska,2023-10-28,WOAH Non-Poultry,30,AK,,,
511,Hillsborough,Florida,2022-10-28,WOAH Non-Poultry,40,FL,12057,-82.30867294,27.92948052
512,Kittitas,Washington,2023-10-27,WOAH Poultry,70,WA,53037,-120.679712,47.12448572
513,Chilton,Alabama,2023-10-27,Commercial Upland Gamebird Producer,306500,AL,1021,-86.71887934,32.84771004
514,Le Sueur,Minnesota,2022-10-27,Commercial Turkey Meat Bird,20100,MN,27079,-93.72984216,44.37144158
515,Stearns,Minnesota,2022-10-27,Commercial Turkey Meat Bird,75000,MN,27145,-94.61299658,45.55199481
516,Merced,California,2023-10-26,Commercial Turkey Meat Bird,31600,CA,6047,-120.7175058,37.19189197
517,Pasco,Florida,2022-10-26,WOAH Non-Poultry,40,FL,12101,-82.3964731,28.30833195
518,La Plata,Colorado,2022-10-26,WOAH Non-Poultry,20,CO,8067,-107.843327,37.28655123
519,Lewis,Washington,2024-10-25,WOAH Non-Poultry,60,WA,53041,-122.3933441,46.57770709
520,Crook,Oregon,2024-10-25,WOAH Non-Poultry,180,OR,41013,-120.3567062,44.14229491
521,Hanson,South Dakota,2023-10-25,Commercial Turkey Meat Bird,13400,SD,46061,-97.78704306,43.67458361
522,Brown,Minnesota,2023-10-25,WOAH Non-Poultry,20,MN,27015,-94.727558,44.24201356
523,Pine,Minnesota,2023-10-25,WOAH Non-Poultry,30,MN,27115,-92.74140502,46.12071071
524,Meeker,Minnesota,2023-10-25,Commercial Turkey Meat Bird,33000,MN,27093,-94.52871063,45.12332877
525,Clark,South Dakota,2023-10-25,Commercial Turkey Meat Bird,31100,SD,46025,-97.72949102,44.8584651
526,Union,Oregon,2023-10-25,WOAH Non-Poultry,30,OR,41061,-118.0093556,45.31039084
527,Beadle,South Dakota,2023-10-25,Commercial Turkey Meat Bird,51100,SD,46005,-98.27883711,44.41467039
528,Sanpete,Utah,2022-10-25,Commercial Turkey Meat Bird,3900,UT,49039,-111.5763852,39.37372605
529,Martin,Florida,2022-10-25,WOAH Non-Poultry,30,FL,12085,-80.43133534,27.07737178
530,Indian River,Florida,2022-10-25,WOAH Poultry,50,FL,12061,-80.60559316,27.69396994
531,Lake,Florida,2022-10-25,WOAH Non-Poultry,9,FL,12069,-81.71135257,28.76121706
532,Swift,Minnesota,2022-10-25,Commercial Turkey Meat Bird,33800,MN,27151,-95.68142474,45.28288933
533,Grant,South Dakota,2022-10-25,WOAH Non-Poultry,50,SD,46051,-96.76789112,45.17218979
534,Indian River,Florida,2022-10-25,WOAH Non-Poultry,30,FL,12061,-80.60559316,27.69396994
535,Tulare,California,2024-10-24,Commercial Broiler Production,6000,CA,6107,-118.8004216,36.22081997
536,Pocahontas,Iowa,2023-10-24,Commercial Turkey Meat Bird,50000,IA,19151,-94.67862564,42.73420133
537,Guthrie,Iowa,2023-10-24,WOAH Non-Poultry,50,IA,19077,-94.50111014,41.68378965
538,Blue Earth,Minnesota,2023-10-24,Commercial Turkey Meat Bird,11900,MN,27013,-94.06697737,44.03450234
539,Kandiyohi,Minnesota,2023-10-24,Commercial Turkey Meat Bird,53700,MN,27067,-95.00576302,45.15252304
540,Clackamas,Oregon,2024-10-23,Commercial Table Egg Layer,150000,OR,41005,-122.2205544,45.18820387
541,Buena Vista,Iowa,2023-10-23,Commercial Turkey Meat Bird,49100,IA,19021,-95.15100162,42.73545875
542,Southampton,Virginia,2022-10-22,WOAH Non-Poultry,170,VA,51175,-77.10566044,36.72019409
543,Ocean,New Jersey,2022-10-22,WOAH Non-Poultry,90,NJ,34029,-74.28147189,39.88494891
544,Wake,North Carolina,2022-10-21,WOAH Non-Poultry,170,NC,37183,-78.65050164,35.78982367
545,Itasca,Minnesota,2022-10-21,WOAH Non-Poultry,40,MN,27061,-93.63162349,47.50907819
546,Cleveland,Oklahoma,2022-10-21,WOAH Non-Poultry,30,OK,40027,-97.3267069,35.20346872
547,Union,Oregon,2023-10-20,WOAH Poultry,100,OR,41061,-118.0093556,45.31039084
548,Valley,Idaho,2022-10-20,WOAH Non-Poultry,20,ID,16085,-115.5662454,44.76650867
549,Newport,Rhode Island,2022-10-20,WOAH Non-Poultry,60,RI,44005,-71.23906841,41.55667416
550,Creek,Oklahoma,2022-10-20,WOAH Non-Poultry,50,OK,40037,-96.37089402,35.90233119
551,Jefferson,Colorado,2022-10-20,WOAH Poultry,50,CO,8059,-105.2504738,39.58646067
552,Okeechobee,Florida,2022-10-20,WOAH Non-Poultry,2,FL,12093,-80.88873614,27.3866315
553,Dallas,Iowa,2022-10-20,WOAH Non-Poultry,50,IA,19049,-94.03970701,41.68489264
554,Virginia Beach City,Virginia,2022-10-20,WOAH Non-Poultry,10,VA,,,
555,Spink,South Dakota,2022-10-20,WOAH Non-Poultry,160,SD,46115,-98.34623659,44.93824835
556,Hill,Montana,2022-10-20,WOAH Non-Poultry,60,MT,30041,-110.1111845,48.62840165
557,Indian River,Florida,2022-10-20,WOAH Non-Poultry,60,FL,12061,-80.60559316,27.69396994
558,Park,Montana,2023-10-19,WOAH Non-Poultry,3,MT,30067,-110.5249953,45.48913245
559,Spink,South Dakota,2023-10-19,Commercial Turkey Meat Bird,34000,SD,46115,-98.34623659,44.93824835
560,Becker,Minnesota,2023-10-19,Commercial Breeder Operation,20200,MN,27005,-95.67483556,46.93523736
561,Shawnee,Kansas,2022-10-19,WOAH Poultry,120,KS,20177,-95.75652721,39.04138192
562,Rockwall,Texas,2022-10-19,WOAH Non-Poultry,50,TX,48397,-96.40769484,32.89785884
563,Sanpete,Utah,2022-10-19,Commercial Turkey Meat Bird,9400,UT,49039,-111.5763852,39.37372605
564,Roberts,South Dakota,2022-10-19,Commercial Breeder Operation,3600,SD,46109,-96.94614272,45.62977349
565,Blue Earth,Minnesota,2023-10-18,Commercial Turkey Meat Bird,11500,MN,27013,-94.06697737,44.03450234
566,Redwood,Minnesota,2023-10-18,Commercial Turkey Meat Bird,8900,MN,27127,-95.25398841,44.40365018
567,Indian River,Florida,2022-10-18,WOAH Non-Poultry,300,FL,12061,-80.60559316,27.69396994
568,Jackson,Missouri,2022-10-18,WOAH Non-Poultry,40,MO,29095,-94.34603332,39.00926211
569,Traill,North Dakota,2022-10-18,WOAH Non-Poultry,90,ND,38097,-97.16169937,47.45400419
570,Osceola,Florida,2022-10-18,WOAH Non-Poultry,20,FL,12097,-81.14924253,28.06245875
571,York,Nebraska,2022-10-18,Commercial Upland Gamebird Producer,34900,NE,31185,-97.59710186,40.87272618
572,St. Lucie,Florida,2022-10-18,WOAH Non-Poultry,6,FL,12111,-80.47111892,27.377528
573,Sanpete,Utah,2022-10-18,Commercial Turkey Meat Bird,100800,UT,49039,-111.5763852,39.37372605
574,Kitsap,Washington,2024-10-17,WOAH Non-Poultry,60,WA,53035,-122.6734022,47.61342417
575,Mcpherson,South Dakota,2023-10-17,Commercial Turkey Meat Bird,65000,SD,,,
576,Faulk,South Dakota,2023-10-17,Commercial Turkey Meat Bird,49700,SD,46049,-99.14535601,45.07082625
577,Becker,Minnesota,2023-10-17,Commercial Turkey Breeder Toms,2700,MN,27005,-95.67483556,46.93523736
578,King,Washington,2023-10-17,WOAH Non-Poultry,10,WA,53033,-121.8063614,47.49034831
579,Adams,Pennsylvania,2022-10-17,Commercial Turkey Meat Bird,15100,PA,42001,-77.21807609,39.87146641
580,Nye,Nevada,2022-10-17,WOAH Poultry,1600,NV,32023,-116.47176,38.04212846
581,Tulare,California,2024-10-16,Commercial Broiler Production,786600,CA,6107,-118.8004216,36.22081997
582,Carter,Oklahoma,2023-10-16,WOAH Non-Poultry,80,OK,40019,-97.28589218,34.25090173
583,Cache,Utah,2024-10-15,Commercial Table Egg Layer,1852900,UT,49005,-111.743741,41.72255404
584,Franklin,Washington,2024-10-15,Commercial Table Egg Layer,839700,WA,53021,-118.8984754,46.5350455
585,Larimer,Colorado,2022-10-14,WOAH Non-Poultry,20,CO,8069,-105.4615545,40.6665145
586,Matanuska Susitna,Alaska,2022-10-14,WOAH Poultry,1000,AK,,,
587,La Plata,Colorado,2022-10-14,WOAH Non-Poultry,40,CO,8067,-107.843327,37.28655123
588,Tulsa,Oklahoma,2022-10-14,WOAH Non-Poultry,30,OK,40143,-95.94143178,36.12121947
589,Pope,Arkansas,2022-10-14,WOAH Non-Poultry,470,AR,5115,-93.03400145,35.4476948
590,Broward,Florida,2022-10-14,WOAH Poultry,300,FL,12011,-80.48723143,26.15220703
591,Meeker,Minnesota,2023-10-13,Commercial Turkey Meat Bird,71000,MN,27093,-94.52871063,45.12332877
592,Golden Valley,North Dakota,2023-10-13,WOAH Non-Poultry,90,ND,38033,-103.8465777,46.94026181
593,Flathead,Montana,2023-10-13,WOAH Non-Poultry,8,MT,30029,-114.0497122,48.29520088
594,Stanislaus,California,2022-10-13,Commercial Turkey Meat Bird,54900,CA,6099,-120.9979524,37.55851635
595,Saint Croix,Wisconsin,2022-10-13,WOAH Non-Poultry,20,WI,,,
596,Warren,New Jersey,2022-10-13,WOAH Non-Poultry,6,NJ,34041,-74.99647914,40.85746195
597,Sanpete,Utah,2022-10-13,Commercial Turkey Meat Bird,100000,UT,49039,-111.5763852,39.37372605
598,Williams,North Dakota,2023-10-12,WOAH Non-Poultry,10,ND,38105,-103.4801272,48.34373147
599,Weld,Colorado,2023-10-12,WOAH Non-Poultry,30,CO,8123,-104.3930144,40.55487277
600,Weld,Colorado,2022-10-12,WOAH Non-Poultry,40,CO,8123,-104.3930144,40.55487277
601,Beadle,South Dakota,2022-10-12,Commercial Turkey Meat Bird,71400,SD,46005,-98.27883711,44.41467039
602,Genesee,Michigan,2022-10-12,WOAH Non-Poultry,20,MI,26049,-83.70652806,43.02216976
603,Hamlin,South Dakota,2022-10-12,WOAH Non-Poultry,20,SD,46057,-97.18829593,44.67385954
604,Sanpete,Utah,2022-10-12,Commercial Turkey Meat Bird,52800,UT,49039,-111.5763852,39.37372605
605,Fremont,Wyoming,2022-10-12,WOAH Non-Poultry,30,WY,56013,-108.6304217,43.04055711
606,Meeker,Minnesota,2023-10-11,Commercial Turkey Meat Bird,115000,MN,27093,-94.52871063,45.12332877
607,Martin,Florida,2022-10-11,WOAH Non-Poultry,50,FL,12085,-80.43133534,27.07737178
608,Gregory,South Dakota,2022-10-11,Commercial Upland Gamebird Producer,200,SD,46053,-99.18590693,43.19247936
609,Broward,Florida,2022-10-11,WOAH Non-Poultry,40,FL,12011,-80.48723143,26.15220703
610,Lapeer,Michigan,2022-10-11,WOAH Poultry,40,MI,26087,-83.22153148,43.09052506
611,Adams,Pennsylvania,2022-10-11,WOAH Poultry,2800,PA,42001,-77.21807609,39.87146641
612,Logan,Kentucky,2022-10-11,WOAH Non-Poultry,190,KY,21141,-86.87901935,36.8597188
613,Glacier,Montana,2023-10-10,WOAH Poultry,77100,MT,30035,-112.9959167,48.70514099
614,Miami-Dade,Florida,2024-10-07,Live Bird Sales  (non-slaughter),70,FL,12086,-80.55914415,25.61511557
615,Sanpete,Utah,2022-10-07,Commercial Turkey Meat Bird,26700,UT,49039,-111.5763852,39.37372605
616,Johnson,Kansas,2022-10-07,WOAH Poultry,6,KS,20091,-94.82256945,38.88370015
617,Neosho,Kansas,2022-10-07,WOAH Poultry,2000,KS,20133,-95.30682401,37.5582728
618,Sanpete,Utah,2022-10-07,Commercial Turkey Meat Bird,38900,UT,49039,-111.5763852,39.37372605
619,Lapeer,Michigan,2022-10-07,WOAH Poultry,100,MI,26087,-83.22153148,43.09052506
620,Pope,Minnesota,2022-10-07,WOAH Non-Poultry,30,MN,27121,-95.44454861,45.58611957
621,Boulder,Colorado,2022-10-07,WOAH Poultry,600,CO,8013,-105.3574574,40.09241482
622,Madison,Arkansas,2022-10-07,Commercial Broiler Breeder Pullets,56000,AR,5087,-93.72465597,36.01103565
623,Sanpete,Utah,2023-10-06,Commercial Turkey Meat Bird,7600,UT,49039,-111.5763852,39.37372605
624,Sanpete,Utah,2023-10-06,Commercial Turkey Meat Bird,134200,UT,49039,-111.5763852,39.37372605
625,Fayette,Kentucky,2022-10-06,WOAH Poultry,150,KY,21067,-84.4589719,38.04287124
626,Hampton City,Virginia,2022-10-06,WOAH Non-Poultry,40,VA,,,
627,Brule,South Dakota,2022-10-06,Commercial Upland Gamebird Producer,500,SD,46015,-99.08125406,43.71816719
628,Monroe,Pennsylvania,2022-10-05,WOAH Non-Poultry,40,PA,42089,-75.33930212,41.05812363
629,Berks,Pennsylvania,2022-10-05,WOAH Non-Poultry,10,PA,42011,-75.92604322,40.41644424
630,Matanuska Susitna,Alaska,2022-10-05,WOAH Non-Poultry,40,AK,,,
631,Matanuska Susitna,Alaska,2022-10-05,WOAH Poultry,10,AK,,,
632,New Haven,Connecticut,2022-10-05,WOAH Non-Poultry,50,CT,9009,-72.93235204,41.41072833
633,Glacier,Montana,2022-10-05,WOAH Non-Poultry,1100,MT,30035,-112.9959167,48.70514099
634,Jerauld,South Dakota,2023-10-04,Commercial Turkey Meat Bird,47300,SD,46073,-98.62965972,44.06637798
635,Westmoreland,Pennsylvania,2022-10-04,WOAH Non-Poultry,160,PA,42129,-79.46732917,40.31090839
636,Monterey,California,2022-10-04,Commercial Duck Breeder,15100,CA,6053,-121.2387503,36.21711865
637,Del Norte,California,2022-10-04,WOAH Poultry,43000,CA,6015,-123.8971513,41.74323775
638,Bernalillo,New Mexico,2022-10-04,WOAH Non-Poultry,40,NM,35001,-106.6705759,35.05121905
639,York,Nebraska,2022-10-04,Commercial Upland Gamebird Producer,139500,NE,31185,-97.59710186,40.87272618
640,Box Butte,Nebraska,2022-10-04,WOAH Non-Poultry,100,NE,31013,-103.0860173,42.22084585
641,Canyon,Idaho,2024-10-03,WOAH Poultry,100,ID,16027,-116.7092162,43.6251769
642,Canyon,Idaho,2023-10-03,WOAH Non-Poultry,70,ID,16027,-116.7092162,43.6251769
643,Tuscola,Michigan,2022-10-03,WOAH Poultry,140,MI,26157,-83.41747147,43.46515989
644,Calaveras,California,2022-10-03,WOAH Non-Poultry,20,CA,6009,-120.554132,38.20478056
645,Cache,Utah,2022-10-03,WOAH Non-Poultry,320,UT,49005,-111.743741,41.72255404
646,Stanislaus,California,2022-10-03,Commercial Turkey Meat Bird,51000,CA,6099,-120.9979524,37.55851635
647,Portage,Ohio,2022-10-03,WOAH Non-Poultry,50,OH,39133,-81.19736816,41.16790847
648,Douglas,Oregon,2022-09-30,WOAH Non-Poultry,30,OR,41019,-123.1658435,43.2796987
649,Nelson,North Dakota,2022-09-30,WOAH Non-Poultry,50,ND,38063,-98.19212605,47.92171706
650,Mesa,Colorado,2022-09-29,WOAH Non-Poultry,40,CO,8077,-108.4664844,39.01825229
651,Sanpete,Utah,2022-09-29,Commercial Turkey Meat Bird,19300,UT,49039,-111.5763852,39.37372605
652,Lancaster,Pennsylvania,2022-09-29,WOAH Non-Poultry,180,PA,42071,-76.24786695,40.04261494
653,Dunn,Wisconsin,2022-09-29,Commercial Turkey Meat Bird,79500,WI,55033,-91.89653391,44.94674851
654,Sanpete,Utah,2022-09-29,Commercial Turkey Meat Bird,19900,UT,49039,-111.5763852,39.37372605
655,York,Pennsylvania,2022-09-29,Commercial Turkey Meat Bird,25900,PA,42133,-76.72634152,39.92001283
656,Racine,Wisconsin,2022-09-28,Commercial Duck Meat Bird,10000,WI,55101,-88.06111861,42.74731284
657,Sanpete,Utah,2022-09-28,Commercial Turkey Meat Bird,24400,UT,49039,-111.5763852,39.37372605
658,Tillamook,Oregon,2022-09-28,WOAH Non-Poultry,40,OR,41057,-123.7127608,45.46343846
659,Tillamook,Oregon,2022-09-28,WOAH Non-Poultry,10,OR,41057,-123.7127608,45.46343846
660,Lincoln,Idaho,2024-09-27,WOAH Poultry,700,ID,16063,-114.1383193,43.00232711
661,Sanpete,Utah,2022-09-27,Commercial Turkey Meat Bird,36700,UT,49039,-111.5763852,39.37372605
662,Goodhue,Minnesota,2022-09-27,WOAH Non-Poultry,80,MN,27049,-92.72266089,44.40972913
663,Sanpete,Utah,2022-09-27,Commercial Turkey Meat Bird,127200,UT,49039,-111.5763852,39.37372605
664,Ransom,North Dakota,2022-09-27,Commercial Turkey Meat Bird,69100,ND,38073,-97.65742504,46.45621782
665,Kent,Delaware,2022-09-24,WOAH Non-Poultry,10,DE,10001,-75.56844621,39.08639126
666,Kent,Delaware,2022-09-24,WOAH Non-Poultry,30,DE,10001,-75.56844621,39.08639126
667,Mcpherson,South Dakota,2022-09-24,Commercial Turkey Meat Bird,56900,SD,,,
668,Dallas,Texas,2022-09-24,WOAH Non-Poultry,60,TX,48113,-96.77788947,32.76665041
669,Merrimack,New Hampshire,2022-09-23,WOAH Poultry,250,NH,33013,-71.68059329,43.2975734
670,Anne Arundel,Maryland,2022-09-22,WOAH Non-Poultry,4,MD,24003,-76.60335105,39.0057724
671,Kingsbury,South Dakota,2022-09-22,WOAH Non-Poultry,250,SD,46077,-97.4913945,44.36956169
672,Todd,Minnesota,2022-09-22,WOAH Non-Poultry,50,MN,27153,-94.89728962,46.07014445
673,Ward,North Dakota,2022-09-22,WOAH Poultry,60,ND,38101,-101.541865,48.22179884
674,Weld,Colorado,2022-09-21,Commercial Table Egg Layer,1150000,CO,8123,-104.3930144,40.55487277
675,Otter Tail,Minnesota,2022-09-21,Commercial Turkey Meat Bird,5900,MN,27111,-95.70748857,46.4090783
676,Roseau,Minnesota,2022-09-21,Commercial Turkey Meat Bird,116000,MN,27135,-95.81112475,48.77485638
677,Sanpete,Utah,2022-09-21,Commercial Turkey Meat Bird,11100,UT,49039,-111.5763852,39.37372605
678,Gooding,Idaho,2022-09-21,Commercial Upland Gamebird Producer,9000,ID,16047,-114.8116615,42.97094353
679,Stearns,Minnesota,2022-09-20,Commercial Turkey Meat Bird,64600,MN,27145,-94.61299658,45.55199481
680,Washington,Pennsylvania,2022-09-20,WOAH Poultry,1800,PA,42125,-80.24855447,40.18935898
681,Clark,South Dakota,2022-09-20,Commercial Turkey Meat Bird,23900,SD,46025,-97.72949102,44.8584651
682,Brown,Minnesota,2022-09-20,Commercial Turkey Meat Bird,43000,MN,27015,-94.727558,44.24201356
683,Fresno,California,2022-09-20,WOAH Non-Poultry,100,CA,6019,-119.6506833,36.75807672
684,Clark,South Dakota,2022-09-20,Commercial Turkey Meat Bird,41700,SD,46025,-97.72949102,44.8584651
685,Sanpete,Utah,2022-09-20,Commercial Turkey Meat Bird,73200,UT,49039,-111.5763852,39.37372605
686,Dawes,Nebraska,2022-09-19,WOAH Non-Poultry,40,NE,31045,-103.1354423,42.72007965
687,Macomb,Michigan,2022-09-19,WOAH Non-Poultry,40,MI,26099,-82.93255517,42.69584067
688,Merced,California,2024-09-18,Commercial Turkey Meat Bird,64800,CA,6047,-120.7175058,37.19189197
689,Orange,Florida,2024-09-18,Live Bird Market,2500,FL,12095,-81.32311592,28.51429239
690,Pierce,Washington,2022-09-16,WOAH Non-Poultry,30,WA,53053,-122.1122121,47.02680625
691,Union,New Jersey,2023-09-15,Live Bird Market,520,NJ,34039,-74.30721513,40.65928966
692,Obion,Tennessee,2022-09-15,WOAH Poultry,130,TN,47131,-89.1487146,36.35824874
693,Summit,Ohio,2022-09-15,WOAH Non-Poultry,6,OH,39153,-81.53219101,41.12587569
694,Fresno,California,2022-09-15,Commercial Broiler Breeder,15900,CA,6019,-119.6506833,36.75807672
695,Bristol,Massachusetts,2022-09-15,WOAH Non-Poultry,50,MA,25005,-71.11419448,41.79709525
696,Teton,Montana,2022-09-15,WOAH Poultry,2800,MT,30099,-112.2407056,47.83722455
